Tip artera	Denumire artera	Numar	Codpostal	Sector	Oficiu distribuire
Strad?	P?unilor		012611	1	Bucure?ti 86
Strad?	L?utei		012612	1	Bucure?ti 86
Strad?	Colec?iei		012613	1	Bucure?ti 86
Strad?	Agapia	nr. 1-T	012614	1	Bucure?ti 86
Strad?	Agapia	nr. 2-T	012615	1	Bucure?ti 86
Strad?	Cetatea Neam?ului	nr. 1-T	012616	1	Bucure?ti 86
Strad?	Cetatea Neam?ului	nr. 2-T	012617	1	Bucure?ti 86
Strad?	Ienup?rului	nr. 1-T	012618	1	Bucure?ti 86
Strad?	Ienup?rului	nr. 2-T	012619	1	Bucure?ti 86
?osea	Chitilei	nr. 229-T	012391	1	Bucure?ti 86
Strad?	Corvin Matei	nr. 1-17	012671	1	Bucure?ti 86
Strad?	Corvin Matei	nr. 19-T	012672	1	Bucure?ti 86
Strad?	Corvin Matei	nr. 2-22	012673	1	Bucure?ti 86
Strad?	Corvin Matei	nr. 24-T	012674	1	Bucure?ti 86
Intrare	Corvin Matei		012675	1	Bucure?ti 86
Strad?	Racord?rii	nr. 1-T	012685	1	Bucure?ti 86
Strad?	Racord?rii	nr. 2-T	012686	1	Bucure?ti 86
Strad?	Lectorului	nr. 1-T	012687	1	Bucure?ti 86
Strad?	Lectorului	nr. 2-T	012688	1	Bucure?ti 86
Strad?	Herminei		012689	1	Bucure?ti 86
Strad?	Doamna Elena	nr. 1-T	012691	1	Bucure?ti 86
Strad?	Doamna Elena	nr. 2-T	012692	1	Bucure?ti 86
Strad?	Maica Teofana	nr. 1-T	012693	1	Bucure?ti 86
Strad?	Maica Teofana	nr. 2-T	012694	1	Bucure?ti 86
Strad?	Media?		012695	1	Bucure?ti 86
Strad?	B?rnu?iu Simion	nr. 1-T	012696	1	Bucure?ti 86
Strad?	B?rnu?iu Simion	nr. 2-T	012697	1	Bucure?ti 86
Strad?	"F?clie Alexandru, erou"		012698	1	Bucure?ti 86
Strad?	Baia Sprie	nr. 1-T	012701	1	Bucure?ti 86
Strad?	Baia Sprie	nr. 2-T	012702	1	Bucure?ti 86
Strad?	Valsului	nr. 1-T	012703	1	Bucure?ti 86
Strad?	Valsului	nr. 2-T	012704	1	Bucure?ti 86
Strad?	Bune?ti	nr. 1-T	012705	1	Bucure?ti 86
Strad?	Bune?ti	nr. 2-T	012706	1	Bucure?ti 86
Strad?	"Cre?u Nicolae Florin, cpt."	nr. 1-T	012707	1	Bucure?ti 86
Strad?	"Cre?u Nicolae Florin, cpt."	nr. 2-T	012708	1	Bucure?ti 86
Strad?	Bistri?a	nr. 1-T	012711	1	Bucure?ti 86
Strad?	Bistri?a	nr. 2-T	012712	1	Bucure?ti 86
Strad?	Fra?ii Golescu	nr. 1-T	012713	1	Bucure?ti 86
Strad?	Fra?ii Golescu	nr. 2-T	012714	1	Bucure?ti 86
Strad?	"P?tru Adrian, slt."	nr. 1-T	012715	1	Bucure?ti 86
Strad?	"P?tru Adrian, slt."	nr. 2-T	012716	1	Bucure?ti 86
Strad?	V?lenii de Munte	nr. 1-25	012721	1	Bucure?ti 86
Strad?	V?lenii de Munte	nr. 27-T	012722	1	Bucure?ti 86
Strad?	V?lenii de Munte	nr. 2-24	012723	1	Bucure?ti 86
Strad?	V?lenii de Munte	nr. 26-T	012724	1	Bucure?ti 86
Intrare	Manuscrisului		012725	1	Bucure?ti 86
Strad?	"Durbac R?ducu Dumitru, lt. col."	nr. 1-41	012726	1	Bucure?ti 86
Strad?	"Durbac R?ducu Dumitru, lt. col."	nr. 43-T	012727	1	Bucure?ti 86
Strad?	"Durbac R?ducu Dumitru, lt. col."	nr. 2-30	012728	1	Bucure?ti 86
Strad?	"Durbac R?ducu Dumitru, lt. col."	nr. 32-T	012729	1	Bucure?ti 86
Strad?	"Neagoe Teodor, slt."	nr. 1-T	012731	1	Bucure?ti 86
Strad?	"Neagoe Teodor, slt."	nr. 2-T	012732	1	Bucure?ti 86
Strad?	Ciulni?a		012733	1	Bucure?ti 86
Strad?	Miru?ei		012734	1	Bucure?ti 86
Strad?	"Radu Drago?, cpt. post mortem"	nr. 1-15	012735	1	Bucure?ti 86
Strad?	"Radu Drago?, cpt. post mortem"	nr. 17-T	012736	1	Bucure?ti 86
Strad?	"Radu Drago?, cpt. post mortem"	nr. 2-14	012737	1	Bucure?ti 86
Strad?	"Radu Drago?, cpt. post mortem"	nr. 16-T	012738	1	Bucure?ti 86
Bulevard	Bucure?tii Noi	nr. 45-49	012353	1	Bucure?ti 86
Bulevard	Bucure?tii Noi	nr. 51-61	012354	1	Bucure?ti 86
Bulevard	Bucure?tii Noi	nr. 63-81	012355	1	Bucure?ti 86
?osea	Chitilei	nr. 102	012396	1	Bucure?ti 86
?osea	Chitilei	nr. 104-126	012397	1	Bucure?ti 86
Strad?	Crinului	nr. 5-77	012582	1	Bucure?ti 86
Strad?	Crinului	nr. 20-100	012585	1	Bucure?ti 86
Strad?	Nuvelei	nr. 11-99	012592	1	Bucure?ti 86
Strad?	Nuvelei	nr. 10-118	012595	1	Bucure?ti 86
Strad?	Moldovei	nr. 23-31	012743	1	Bucure?ti 86
Strad?	Moldovei	nr. 24-30	012752	1	Bucure?ti 86
Strad?	Munteniei	nr. 17-27	012762	1	Bucure?ti 86
Strad?	Munteniei	nr. 20-26	012772	1	Bucure?ti 86
Strad?	Bârlogeni	nr. 51-T	012783	1	Bucure?ti 86
Strad?	Bârlogeni	nr. 34-46	012786	1	Bucure?ti 86
Strad?	Bârlogeni	nr. 48-T	012787	1	Bucure?ti 86
Strad?	L?st?ri?ului	nr. 15-23	012822	1	Bucure?ti 86
Strad?	L?st?ri?ului	nr. 25-T	012823	1	Bucure?ti 86
Strad?	L?st?ri?ului	nr. 26-28	012825	1	Bucure?ti 86
Strad?	L?st?ri?ului	nr. 30-T	012826	1	Bucure?ti 86
Bulevard	Bucure?tii Noi	nr. 1-19	012351	1	Bucure?ti 86
Bulevard	Bucure?tii Noi	nr. 21-43	012352	1	Bucure?ti 86
?osea	Chitilei	nr. 68-84	012394	1	Bucure?ti 86
?osea	Chitilei	nr. 86-100	012395	1	Bucure?ti 86
Strad?	Rena?terii	nr. 1-27	012445	1	Bucure?ti 86
Strad?	Rena?terii	nr. 2-42	012447	1	Bucure?ti 86
Intrare	Mandolinei		012449	1	Bucure?ti 86
Strad?	Triumfului	nr. 1-35	012451	1	Bucure?ti 86
Strad?	Triumfului	nr. 37-53	012452	1	Bucure?ti 86
Strad?	Triumfului	nr. 2-26	012455	1	Bucure?ti 86
Strad?	Triumfului	nr. 28-56	012456	1	Bucure?ti 86
Strad?	Str?bun?	nr. 1-29	012461	1	Bucure?ti 86
Strad?	Str?bun?	nr. 31-57	012462	1	Bucure?ti 86
Strad?	Str?bun?	nr. 2-18	012465	1	Bucure?ti 86
Strad?	Str?bun?	nr. 20-56	012466	1	Bucure?ti 86
Strad?	Surorilor	nr. 1-35	012471	1	Bucure?ti 86
Strad?	Surorilor	nr. 37-75	012472	1	Bucure?ti 86
Strad?	Surorilor	nr. 2-24	012475	1	Bucure?ti 86
Strad?	Surorilor	nr. 26-54	012476	1	Bucure?ti 86
Strad?	Moldovei	nr. 1-11	012741	1	Bucure?ti 86
Strad?	Moldovei	nr. 13-21	012742	1	Bucure?ti 86
Strad?	Moldovei	nr. 2-22	012751	1	Bucure?ti 86
Strad?	Munteniei	nr. 1-15	012761	1	Bucure?ti 86
Strad?	Munteniei	nr. 2-18	012771	1	Bucure?ti 86
Strad?	L?st?ri?ului	nr. 1-13	012821	1	Bucure?ti 86
Strad?	L?st?ri?ului	nr. 2-24	012824	1	Bucure?ti 86
?osea	Chitilei	nr. 148-170	012402	1	Bucure?ti 86
?osea	Chitilei	nr. 172-182	012403	1	Bucure?ti 86
?osea	Chitilei	nr. 184-194	012404	1	Bucure?ti 86
Strad?	Moldovei	nr. 43-55	012746	1	Bucure?ti 86
Strad?	Moldovei	nr. 57-71	012747	1	Bucure?ti 86
Strad?	Moldovei	nr. 73-T	012748	1	Bucure?ti 86
Strad?	Moldovei	nr. 48-60	012755	1	Bucure?ti 86
Strad?	Moldovei	nr. 62-82	012756	1	Bucure?ti 86
Strad?	Moldovei	nr. 84-T	012757	1	Bucure?ti 86
Strad?	Munteniei	nr. 65-77	012764	1	Bucure?ti 86
Strad?	Munteniei	nr. 79-91	012765	1	Bucure?ti 86
Strad?	Munteniei	nr. 93-T	012766	1	Bucure?ti 86
Strad?	Munteniei	nr. 66-82	012774	1	Bucure?ti 86
Strad?	Munteniei	nr. 84-96	012775	1	Bucure?ti 86
Strad?	Munteniei	nr. 98-T	012776	1	Bucure?ti 86
Strad?	Alma?	nr. 21-25	012831	1	Bucure?ti 86
Strad?	Alma?	nr. 27-47	012832	1	Bucure?ti 86
Strad?	Alma?	nr. 49-T	012833	1	Bucure?ti 86
Strad?	Alma?	nr. 18-28	012836	1	Bucure?ti 86
Strad?	Alma?	nr. 30-50	012837	1	Bucure?ti 86
Strad?	Alma?	nr. 52-T	012838	1	Bucure?ti 86
Strad?	Olteniei	nr. 1-37	012841	1	Bucure?ti 86
Strad?	Olteniei	nr. 2-4	012843	1	Bucure?ti 86
Strad?	Olteniei	nr. 6-18	012844	1	Bucure?ti 86
Strad?	Dunei	nr. 1-31	012846	1	Bucure?ti 86
Strad?	Dunei	nr. 33-T	012847	1	Bucure?ti 86
Strad?	Dunei	nr. 2-20	012848	1	Bucure?ti 86
Strad?	Dunei	nr. 22-T	012849	1	Bucure?ti 86
Strad?	Fanionului	nr. 1-19	012851	1	Bucure?ti 86
Strad?	Fanionului	nr. 21-T	012852	1	Bucure?ti 86
Strad?	Fanionului	nr. 2-20	012853	1	Bucure?ti 86
Strad?	Fanionului	nr. 22-T	012854	1	Bucure?ti 86
Strad?	Limanului	nr. 1-19	012855	1	Bucure?ti 86
Strad?	Limanului	nr. 21-T	012856	1	Bucure?ti 86
Strad?	Limanului	nr. 2-20	012857	1	Bucure?ti 86
Strad?	Limanului	nr. 22-T	012858	1	Bucure?ti 86
Strad?	Plaiul Muntelui	nr. 1-19	012861	1	Bucure?ti 86
Strad?	Plaiul Muntelui	nr. 21-T	012862	1	Bucure?ti 86
Strad?	Plaiul Muntelui	nr. 2-20	012863	1	Bucure?ti 86
Strad?	Plaiul Muntelui	nr. 22-T	012864	1	Bucure?ti 86
Strad?	L?pu?neanu Alexandru	nr. 1-19	012865	1	Bucure?ti 86
Strad?	L?pu?neanu Alexandru	nr. 21-T	012866	1	Bucure?ti 86
Strad?	L?pu?neanu Alexandru	nr. 2-20	012867	1	Bucure?ti 86
Strad?	L?pu?neanu Alexandru	nr. 22-T	012868	1	Bucure?ti 86
Strad?	Oastei	nr. 1-19	012871	1	Bucure?ti 86
Strad?	Oastei	nr. 21-T	012872	1	Bucure?ti 86
Strad?	Oastei	nr. 2-20	012873	1	Bucure?ti 86
Strad?	Oastei	nr. 22-T	012874	1	Bucure?ti 86
Strad?	Fortunei	nr. 1-19	012875	1	Bucure?ti 86
Strad?	Fortunei	nr. 21-T	012876	1	Bucure?ti 86
Strad?	Fortunei	nr. 2-20	012877	1	Bucure?ti 86
Strad?	Fortunei	nr. 22-T	012878	1	Bucure?ti 86
Strad?	Jimbolia	nr. 143-T	012885	1	Bucure?ti 86
Strad?	Jimbolia	nr. 186-T	012888	1	Bucure?ti 86
?osea	Chitilei	nr. 196-226	012405	1	Bucure?ti 86
?osea	Chitilei	nr. 228-238	012406	1	Bucure?ti 86
?osea	Chitilei	nr. 240-T	012407	1	Bucure?ti 86
Bulevard	Laminorului	nr. 1-53	012947	1	Bucure?ti 86
Bulevard	Laminorului	nr. 55-63	012948	1	Bucure?ti 86
Bulevard	Laminorului	nr. 2-40	012953	1	Bucure?ti 86
Bulevard	Laminorului	nr. 42-82	012954	1	Bucure?ti 86
Strad?	Acordului	nr. 1-T	012961	1	Bucure?ti 86
Strad?	Acordului	nr. 2-T	012962	1	Bucure?ti 86
Strad?	Prop??irii	nr. 1-21	012963	1	Bucure?ti 86
Strad?	Prop??irii	nr. 23-T	012964	1	Bucure?ti 86
Strad?	Prop??irii	nr. 2-20	012965	1	Bucure?ti 86
Strad?	Prop??irii	nr. 22-T	012966	1	Bucure?ti 86
Strad?	Hotin	nr. 1-21	012971	1	Bucure?ti 86
Strad?	Hotin	nr. 23-T	012972	1	Bucure?ti 86
Strad?	Hotin	nr. 2-20	012973	1	Bucure?ti 86
Strad?	Hotin	nr. 22-T	012974	1	Bucure?ti 86
Strad?	S?l?jeni	nr. 1-21	012975	1	Bucure?ti 86
Strad?	S?l?jeni	nr. 23-T	012976	1	Bucure?ti 86
Strad?	S?l?jeni	nr. 2-20	012977	1	Bucure?ti 86
Strad?	S?l?jeni	nr. 22-T	012978	1	Bucure?ti 86
Strad?	Petru ?i Pavel	nr. 1-21	012981	1	Bucure?ti 86
Strad?	Petru ?i Pavel	nr. 23-T	012982	1	Bucure?ti 86
Strad?	Petru ?i Pavel	nr. 2-20	012983	1	Bucure?ti 86
Strad?	Petru ?i Pavel	nr. 22-T	012984	1	Bucure?ti 86
Strad?	Mihai Viteazul	nr. 1-21	012985	1	Bucure?ti 86
Strad?	Mihai Viteazul	nr. 23-T	012986	1	Bucure?ti 86
Strad?	Mihai Viteazul	nr. 2-20	012987	1	Bucure?ti 86
Strad?	Mihai Viteazul	nr. 22-T	012988	1	Bucure?ti 86
Strad?	Doamna Stanca	nr. 1-T	012991	1	Bucure?ti 86
Strad?	Doamna Stanca	nr. 2-T	012992	1	Bucure?ti 86
Strad?	Proletarului	nr. 1-27	013025	1	Bucure?ti 86
Strad?	Proletarului	nr. 29-T	013026	1	Bucure?ti 86
Strad?	Proletarului	nr. 2-32	013027	1	Bucure?ti 86
Strad?	Proletarului	nr. 34-T	013028	1	Bucure?ti 86
Strad?	16 Februarie	nr. 1-21	013037	1	Bucure?ti 86
Strad?	16 Februarie	nr. 23-T	013038	1	Bucure?ti 86
Strad?	16 Februarie	nr. 2-T	013039	1	Bucure?ti 86
Strad?	"Magheri ?tefan, erou"	nr. 1-T	013041	1	Bucure?ti 86
Strad?	"Magheri ?tefan, erou"	nr. 2-T	013042	1	Bucure?ti 86
Strad?	"Godeanu Constantin, slt."	nr. 1-29	013043	1	Bucure?ti 86
Strad?	"Godeanu Constantin, slt."	nr. 2-28	013045	1	Bucure?ti 86
Strad?	Aeroportului	nr. 1-T	013594	1	Bucure?ti 86
Strad?	Aeroportului	nr. 2-118	013595	1	Bucure?ti 86
Bulevard	Laminorului	nr. 65-95	012949	1	Bucure?ti 86
Bulevard	Laminorului	nr. 97-133	012951	1	Bucure?ti 86
Bulevard	Laminorului	nr. 135-T	012952	1	Bucure?ti 86
Strad?	Bauxitei	nr. 1-21	012993	1	Bucure?ti 86
Strad?	Bauxitei	nr. 23-T	012994	1	Bucure?ti 86
Strad?	Bauxitei	nr. 2-20	012995	1	Bucure?ti 86
Strad?	Bauxitei	nr. 22-T	012996	1	Bucure?ti 86
Strad?	Golovi?a	nr. 1-21	013011	1	Bucure?ti 86
Strad?	Golovi?a	nr. 23-T	013012	1	Bucure?ti 86
Strad?	Golovi?a	nr. 2-20	013013	1	Bucure?ti 86
Strad?	Golovi?a	nr. 22-T	013014	1	Bucure?ti 86
Strad?	Aeromodelului	nr. 1-29	013015	1	Bucure?ti 86
Strad?	Aeromodelului	nr. 31-T	013016	1	Bucure?ti 86
Strad?	Aeromodelului	nr. 2-28	013017	1	Bucure?ti 86
Strad?	Aeromodelului	nr. 30-T	013018	1	Bucure?ti 86
Strad?	Oa?ului	nr. 1-21	013021	1	Bucure?ti 86
Strad?	Oa?ului	nr. 23-T	013022	1	Bucure?ti 86
Strad?	Oa?ului	nr. 2-20	013023	1	Bucure?ti 86
Strad?	Oa?ului	nr. 22-T	013024	1	Bucure?ti 86
Strad?	Nazarcea	nr. 55-T	013033	1	Bucure?ti 86
Strad?	Nazarcea	nr. 30-T	013036	1	Bucure?ti 86
Strad?	Balsamului	nr. 1-T	013061	1	Bucure?ti 86
Strad?	Balsamului	nr. 2-T	013062	1	Bucure?ti 86
Strad?	Grohoti?ului	nr. 1-T	013063	1	Bucure?ti 86
Strad?	Grohoti?ului	nr. 2-T	013064	1	Bucure?ti 86
Strad?	Cote?ti	nr. 1-39	013071	1	Bucure?ti 86
Strad?	Cote?ti	nr. 41-T	013072	1	Bucure?ti 86
Strad?	Cote?ti	nr. 2-50	013073	1	Bucure?ti 86
Strad?	Cote?ti	nr. 52-T	013074	1	Bucure?ti 86
Strad?	Retortei	nr. 1-21	013075	1	Bucure?ti 86
Strad?	Retortei	nr. 23-T	013076	1	Bucure?ti 86
Strad?	Retortei	nr. 2-20	013077	1	Bucure?ti 86
Strad?	Retortei	nr. 22-T	013078	1	Bucure?ti 86
Strad?	Cricovului	nr. 1-21	013081	1	Bucure?ti 86
Strad?	Cricovului	nr. 23-T	013082	1	Bucure?ti 86
Strad?	Cricovului	nr. 2-20	013083	1	Bucure?ti 86
Strad?	Cricovului	nr. 22-T	013084	1	Bucure?ti 86
Strad?	Vetri?oara	nr. 1-T	013085	1	Bucure?ti 86
Strad?	Vetri?oara	nr. 2-T	013086	1	Bucure?ti 86
Strad?	Floare de Crâng		013087	1	Bucure?ti 86
Strad?	Nazarcea	nr. 1-39	013031	1	Bucure?ti 86
Strad?	Nazarcea	nr. 41-53	013032	1	Bucure?ti 86
Strad?	Nazarcea	nr. 2-16	013034	1	Bucure?ti 86
Strad?	Nazarcea	nr. 18-28	013035	1	Bucure?ti 86
Strad?	"Godeanu Constantin, slt."	nr. 31-T	013044	1	Bucure?ti 86
Strad?	"Godeanu Constantin, slt."	nr. 30-T	013046	1	Bucure?ti 86
Strad?	Leordina	nr. 1-T	013047	1	Bucure?ti 86
Strad?	Leordina	nr. 2-T	013048	1	Bucure?ti 86
Strad?	Produc?iei	nr. 1-T	013051	1	Bucure?ti 86
Strad?	Produc?iei	nr. 2-T	013052	1	Bucure?ti 86
Strad?	Dârza	nr. 1-T	013053	1	Bucure?ti 86
Strad?	Dârza	nr. 2-T	013054	1	Bucure?ti 86
Strad?	Avântului	nr. 1-T	013055	1	Bucure?ti 86
Strad?	Avântului	nr. 2-T	013056	1	Bucure?ti 86
Strad?	Harghita	nr. 1-T	013057	1	Bucure?ti 86
Strad?	Harghita	nr. 2-T	013058	1	Bucure?ti 86
Strad?	Acetilenei	nr. 1-T	013065	1	Bucure?ti 86
Strad?	Acetilenei	nr. 2-T	013066	1	Bucure?ti 86
Strad?	G?liceni	nr. 1-T	013091	1	Bucure?ti 86
Strad?	G?liceni	nr. 2-T	013092	1	Bucure?ti 86
Strad?	Betonierei	nr. 1-T	013093	1	Bucure?ti 86
Strad?	Betonierei	nr. 2-T	013094	1	Bucure?ti 86
Strad?	Malul Mare	nr. 1-T	013095	1	Bucure?ti 86
Strad?	Malul Mare	nr. 2-T	013096	1	Bucure?ti 86
Strad?	Duio?iei	nr. 1-19	013101	1	Bucure?ti 86
Strad?	Duio?iei	nr. 21-T	013102	1	Bucure?ti 86
Strad?	Duio?iei	nr. 2-18	013103	1	Bucure?ti 86
Strad?	Duio?iei	nr. 20-T	013104	1	Bucure?ti 86
Strad?	Vacan?ei	nr. 1-19	013105	1	Bucure?ti 86
Strad?	Vacan?ei	nr. 21-T	013106	1	Bucure?ti 86
Strad?	Vacan?ei	nr. 2-28	013107	1	Bucure?ti 86
Strad?	Vacan?ei	nr. 30-T	013108	1	Bucure?ti 86
Strad?	Tru?e?ti	nr. 17-45	013112	1	Bucure?ti 86
Strad?	Tru?e?ti	nr. 45B-T	013113	1	Bucure?ti 86
Strad?	Tru?e?ti	nr. 16-40	013115	1	Bucure?ti 86
Strad?	Tru?e?ti	nr. 42-T	013116	1	Bucure?ti 86
Strad?	Acordeonului		013117	1	Bucure?ti 86
Strad?	Plaurului	nr. 1-T	013118	1	Bucure?ti 86
Strad?	Plaurului	nr. 2-T	013119	1	Bucure?ti 86
Bulevard	Bucure?tii Noi	nr. 83-97	012356	1	Bucure?ti 86
?osea	Chitilei	nr. 128-132	012398	1	Bucure?ti 86
?osea	Chitilei	nr. 134-136	012399	1	Bucure?ti 86
?osea	Chitilei	nr. 138-146	012401	1	Bucure?ti 86
Strad?	Moldovei	nr. 33-37	012744	1	Bucure?ti 86
Strad?	Moldovei	nr. 39-41	012745	1	Bucure?ti 86
Strad?	Moldovei	nr. 32-38	012753	1	Bucure?ti 86
Strad?	Moldovei	nr. 40-46	012754	1	Bucure?ti 86
Strad?	Munteniei	nr. 29-63	012763	1	Bucure?ti 86
Strad?	Munteniei	nr. 28-64	012773	1	Bucure?ti 86
Strad?	Pie?ei	nr. 33-35	012793	1	Bucure?ti 86
Strad?	Pie?ei	nr. 37-39	012794	1	Bucure?ti 86
Strad?	Pie?ei	nr. 41-T	012795	1	Bucure?ti 86
Strad?	Pie?ei	nr. 36-42	012798	1	Bucure?ti 86
Strad?	Pie?ei	nr. 44-T	012799	1	Bucure?ti 86
Strad?	?aradei	nr. 1-51	012801	1	Bucure?ti 86
Strad?	?aradei	nr. 53-61	012802	1	Bucure?ti 86
Strad?	?aradei	nr. 63-75	012803	1	Bucure?ti 86
Strad?	?aradei	nr. 2-80	012805	1	Bucure?ti 86
Strad?	?aradei	nr. 82-88	012806	1	Bucure?ti 86
Strad?	Subcetate	nr. 1-49	012811	1	Bucure?ti 86
Strad?	Subcetate	nr. 51-59	012812	1	Bucure?ti 86
Strad?	Subcetate	nr. 2-60	012814	1	Bucure?ti 86
Strad?	Subcetate	nr. 62-70	012815	1	Bucure?ti 86
Strad?	Alma?	nr. 1-9	012827	1	Bucure?ti 86
Strad?	Alma?	nr. 11	012828	1	Bucure?ti 86
Strad?	Alma?	nr. 13-19	012829	1	Bucure?ti 86
Strad?	Alma?	nr. 2-10	012834	1	Bucure?ti 86
Strad?	Alma?	nr. 12-16	012835	1	Bucure?ti 86
?osea	Bucure?ti-Ploie?ti	nr. 42	015011	1	Bucure?ti 88
?osea	Bucure?ti-Ploie?ti	nr. 44	015012	1	Bucure?ti 88
?osea	Bucure?ti-Ploie?ti	nr. 46-50	015013	1	Bucure?ti 88
Strad?	Ciurea Viorel	nr. 1-T	015021	1	Bucure?ti 88
Strad?	Ciurea Viorel	nr. 2-T	015025	1	Bucure?ti 88
Strad?	Buescu Pan?	nr. 1-T	015031	1	Bucure?ti 88
Strad?	Buescu Pan?	nr. 2-T	015033	1	Bucure?ti 88
Strad?	Munteanu Vlad	nr. 1-T	015035	1	Bucure?ti 88
Strad?	Munteanu Vlad	nr. 2-T	015037	1	Bucure?ti 88
Cale	Z?voi Ion	nr. 1-T	015041	1	Bucure?ti 88
Cale	Z?voi Ion	nr. 2-T	015045	1	Bucure?ti 88
Cale	Vl?descu Radu	nr. 1-T	015051	1	Bucure?ti 88
Cale	Vl?descu Radu	nr. 2-T	015055	1	Bucure?ti 88
Bulevard	Nasta Alexandru	nr. 1-T	015101	1	Bucure?ti 88
Bulevard	Nasta Alexandru	nr. 2-T	015105	1	Bucure?ti 88
Pia??	Maier Ion		015111	1	Bucure?ti 88
Pia??	Horticultorilor		015115	1	Bucure?ti 88
Bulevard	Librescu Liviu	nr. 1-T	015116	1	Bucure?ti 88
Bulevard	Librescu Liviu	nr. 2-T	015118	1	Bucure?ti 88
Bulevard	Stamatin Neculai	nr. 1-T	015121	1	Bucure?ti 88
Bulevard	Stamatin Neculai	nr. 2-T	015125	1	Bucure?ti 88
Strad?	Ghe?ie Vasile	nr. 1-T	015131	1	Bucure?ti 88
Strad?	Ghe?ie Vasile	nr. 2-T	015133	1	Bucure?ti 88
Pia??	Popoviciu Aurel		015135	1	Bucure?ti 88
Bulevard	Agronomiei	nr. 1-T	015141	1	Bucure?ti 88
Bulevard	Agronomiei	nr. 2-T	015143	1	Bucure?ti 88
Strad?	Buruian? Lasc?r	nr. 1-T	015145	1	Bucure?ti 88
Strad?	Buruian? Lasc?r	nr. 2-T	015147	1	Bucure?ti 88
Strad?	Roman Corneliu	nr. 1-T	015151	1	Bucure?ti 88
Strad?	Roman Corneliu	nr. 2-T	015155	1	Bucure?ti 88
Bulevard	Constantinescu Gherasim	nr. 1-T	015201	1	Bucure?ti 88
Bulevard	Constantinescu Gherasim	nr. 2-T	015205	1	Bucure?ti 88
Strad?	Levente Mihai	nr. 1-T	015211	1	Bucure?ti 88
Strad?	Levente Mihai	nr. 2-T	015213	1	Bucure?ti 88
Strad?	Martin Teodor	nr. 1-T	015215	1	Bucure?ti 88
Strad?	Martin Teodor	nr. 2-T	015217	1	Bucure?ti 88
Bulevard	Furtunescu Alexandru	nr. 1-T	015221	1	Bucure?ti 88
Bulevard	Furtunescu Alexandru	nr. 2-T	015225	1	Bucure?ti 88
Bulevard	Saidel Teodor	nr. 1-T	015231	1	Bucure?ti 88
Bulevard	Saidel Teodor	nr. 2-T	015233	1	Bucure?ti 88
Bulevard	Riegler Paul	nr. 1-T	015236	1	Bucure?ti 88
Bulevard	Riegler Paul	nr. 2-T	015238	1	Bucure?ti 88
Bulevard	Filip Nicolae	nr. 1-T	015241	1	Bucure?ti 88
Bulevard	Filip Nicolae	nr. 2-T	015245	1	Bucure?ti 88
Alee	Privighetorilor		014031	1	Bucure?ti 88
Strad?	Padina		014032	1	Bucure?ti 88
Strad?	Vadul Moldovei		014033	1	Bucure?ti 88
Alee	Tei?ani		014034	1	Bucure?ti 88
Drum	Codrii Cosminului		014035	1	Bucure?ti 88
Drum	Codrii Vl?siei		014036	1	Bucure?ti 88
Drum	P?durea Ciolpani		014041	1	Bucure?ti 88
Drum	P?durea Pustnicu		014042	1	Bucure?ti 88
Drum	P?durea Mogo?oaia		014043	1	Bucure?ti 88
Drum	P?durea Neagr?		014044	1	Bucure?ti 88
?osea	Bucure?ti-Ploie?ti	nr. 52-62	015014	1	Bucure?ti 88
?osea	Bucure?ti-Ploie?ti	nr. 64-84	015015	1	Bucure?ti 88
?osea	Bucure?ti-Ploie?ti	nr. 86-T	015016	1	Bucure?ti 88
Strad?	Silvestru	nr. 1-19	020731	2	Bucure?ti 9
Strad?	Silvestru	nr. 2-16	020735	2	Bucure?ti 9
Strad?	Sp?tarului	nr. 1-9	020771	2	Bucure?ti 9
Strad?	Sp?tarului	nr. 11-23	020772	2	Bucure?ti 9
Strad?	Sp?tarului	nr. 25-T	020773	2	Bucure?ti 9
Strad?	Sp?tarului	nr. 2-10	020774	2	Bucure?ti 9
Strad?	Sp?tarului	nr. 12-24	020775	2	Bucure?ti 9
Strad?	Sp?tarului	nr. 26-T	020776	2	Bucure?ti 9
Intrare	Sp?tarului		020777	2	Bucure?ti 9
Strad?	Cercului	nr. 1-T	020778	2	Bucure?ti 9
Strad?	Cercului	nr. 2-T	020779	2	Bucure?ti 9
Strad?	Corbeni	nr. 1-17	020781	2	Bucure?ti 9
Strad?	Corbeni	nr. 19-T	020782	2	Bucure?ti 9
Strad?	Corbeni	nr. 2-24	020783	2	Bucure?ti 9
Strad?	Corbeni	nr. 26-T	020784	2	Bucure?ti 9
Strad?	Franzelarilor	nr. 1-T	020785	2	Bucure?ti 9
Strad?	Franzelarilor	nr. 2-T	020786	2	Bucure?ti 9
Strad?	Latina	nr. 1-5	020791	2	Bucure?ti 9
Strad?	Latina	nr. 7-T	020792	2	Bucure?ti 9
Strad?	Latina	nr. 2-16	020793	2	Bucure?ti 9
Strad?	Latina	nr. 18-T	020794	2	Bucure?ti 9
Strad?	Pasului		020795	2	Bucure?ti 9
Strad?	Rafael Sanzio		020796	2	Bucure?ti 9
Strad?	Semilunei		020797	2	Bucure?ti 9
Strad?	Toamnei	nr. 1-15	020701	2	Bucure?ti 9
Strad?	Toamnei	nr. 17-39	020702	2	Bucure?ti 9
